"'Calanus finmarchicus'"	"'Centropages typicus'"	"'Temora longicornis'"	"'Metridia lucens'"	"'Centropages hamatus'"	"'Paraeuchaeta norvegica'"	"'Harpacticoida '"	"'Oithona '"	"'Metridia'"	"'Calanus'"	"'Acartia '"	"'Clausocalanus'"	"'Paracalanus'"	"'Paracalanus or Pseudocalanus '"	"'Pseudocalanus'"
200.9	0	0	0	0	33.5	0	0	0	9239.8	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	27317.6	0	0	0	1606.9	3213.8
1171.7	0	0	0	0	0	0	0	0	26179.3	1540	0	0	0	1540
569.1	0	0	0	0	67	0	1606.9	0	27317.6	0	0	0	0	0
1171.7	0	0	0	0	0	0	3079.9	0	9239.8	0	0	1540	0	0
2510.8	0	0	0	0	33.5	0	1606.9	0	27317.6	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	26179.3	0	0	0	0	0
569.1	0	0	0	0	0	0	1606.9	0	27317.6	0	0	0	0	0
2510.8	0	3079.9	0	0	0	0	1540	0	26179.3	4619.9	0	0	0	1540
2510.8	0	27317.6	0	3213.8	0	0	27317.6	0	56242	0	0	0	27317.6	9641.5
200.9	1540	9239.8	0	0	0	0	0	0	0	0	0	0	0	0
5356.4	1606.9	27317.6	0	0	0	0	9641.5	0	120518.6	0	0	0	27317.6	9641.5
2510.8	4619.9	1540	0	0	0	0	9239.8	0	53898.6	0	0	4619.9	26179.3	9239.8
5356.4	19283	0	0	0	0	0	9641.5	0	120518.6	0	0	9641.5	27317.6	9641.5
2510.8	80077.9	0	0	0	33.5	0	9239.8	0	53898.6	0	0	9239.8	26179.3	9239.8
569.1	112484	0	33.5	0	33.5	0	27317.6	0	120518.6	0	0	4820.7	56242	4820.7
1171.7	80077.9	0	0	0	33.5	0	9239.8	0	9239.8	0	0	9239.8	9239.8	3079.9
569.1	54635.2	0	0	0	33.5	0	1606.9	0	27317.6	1606.9	0	1606.9	9641.5	0
2510.8	35419.1	0	33.5	0	100.4	0	1540	0	9239.8	0	0	1540	0	1540
10712.8	1606.9	0	100.4	0	67	0	1606.9	0	9641.5	1606.9	0	0	0	0
200.9	6159.9	0	0	0	0	0	0	0	0	0	0	0	0	1540
200.9	1606.9	0	0	0	0	0	9641.5	0	27317.6	0	0	0	27317.6	9641.5
200.9	3080	0	0	0	0	0	0	0	9239.8	0	0	0	0	4619.9
569.1	1606.9	0	67	0	0	0	1606.9	0	9641.5	0	0	0	9641.5	0
1171.7	3079.9	0	0	0	0	0	0	0	9239.8	0	0	0	9239.8	0
2510.8	6427.6	0	67	0	0	0	1606.9	0	9641.5	0	0	0	9641.5	9641.5
569.1	4619.9	0	33.5	0	0	0	0	0	0	0	0	9239.8	9239.8	0
200.9	1606.9	0	33.5	3213.8	33.5	0	0	0	9641.5	0	0	0	1606.9	0
2510.8	0	0	33.5	0	0	0	0	0	9239.8	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	1606.9	0	0	0	0	0
200.9	0	0	0	0	33.5	0	1540	0	3079.9	0	0	0	0	1540
0	19283	0	0	0	0	0	0	0	0	0	0	1606.9	3213.8	0
200.9	35419.1	0	0	0	0	0	3079.9	0	0	0	0	3079.9	9239.8	9239.8
67	19283	1606.9	0	0	0	0	1606.9	0	3213.8	0	0	4820.7	9641.5	9641.5
67	6159.9	0	0	0	0	0	0	0	1540	0	0	3079.9	3079.9	1540
1171.7	19283	0	200.9	0	0	0	0	0	9641.5	0	0	1606.9	0	1606.9
200.9	1540	0	67	0	0	0	0	0	0	0	0	0	0	0
1171.7	1606.9	0	200.9	0	0	0	0	0	3213.8	0	0	0	1606.9	0
5356.4	0	0	200.9	0	0	0	0	0	0	0	0	0	0	1540
10712.8	0	0	200.9	0	33.5	0	0	0	9641.5	0	0	0	1606.9	0
5356.4	1540	1540	200.9	0	33.5	0	1540	0	4619.9	0	0	1540	0	1540
0	1606.9	0	33.5	0	0	0	0	0	0	0	0	0	1606.9	0
33.5	9239.8	0	0	0	0	0	0	0	3079.9	0	0	0	1540	0
0	14462.2	0	33.5	0	0	0	0	0	3213.8	0	0	1606.9	1606.9	0
0	0	0	33.5	0	33.5	0	0	0	0	0	0	0	0	1540
67	4820.7	0	33.5	0	100.4	0	0	0	0	0	0	0	0	0
33.5	1540	0	100.4	0	0	0	0	0	0	0	0	0	0	0
200.9	1606.9	0	67	0	33.5	0	0	0	0	0	0	0	0	0
67	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	200.9	0	33.5	0	0	0	0	0	0	0	0	0
200.9	0	0	200.9	0	33.5	0	0	0	1540	0	0	0	1540	0
569.1	11248.4	1606.9	100.4	0	0	0	1606.9	0	27317.6	0	0	1606.9	27317.6	9641.5
33.5	1540	0	0	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	1606.9	0	0	0	0	0
200.9	3079.9	0	0	0	0	0	0	0	0	0	0	0	0	1540
569.1	4820.7	0	200.9	0	0	0	0	0	3213.8	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1540
569.1	0	0	100.4	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	33.5	0	33.5	0	0	0	1540	0	0	0	0	0
569.1	0	0	67	0	0	0	0	0	0	0	0	0	1606.9	0
569.1	0	0	33.5	0	0	0	0	0	1540	0	0	0	0	0
569.1	0	0	33.5	0	0	0	0	0	1606.9	0	0	0	0	1606.9
200.9	3079.9	0	100.4	0	0	0	0	0	0	0	0	0	3079.9	1540
0	0	0	0	0	0	0	0	0	0	0	0	0	1606.9	0
33.5	0	0	33.5	0	0	0	0	1606.9	0	0	0	0	0	0
2510.8	1540	3079.9	1171.7	0	0	0	0	0	0	0	0	1540	0	0
1171.7	0	0	200.9	0	67	0	1606.9	0	0	0	0	0	0	0
1171.7	0	0	200.9	0	33.5	0	1540	0	0	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	67	0	0	0	0	0	1540	0	0	0	0	0
10712.8	0	0	100.4	0	67	1606.9	3213.8	0	3213.8	0	0	0	0	3213.8
2510.8	1540	0	200.9	0	0	0	0	0	0	0	0	1540	3079.9	9239.8
569.1	11248.4	0	1171.7	0	0	0	3213.8	3213.8	1606.9	0	0	0	9641.5	9641.5
33.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	33.5	0	0	1540	0	0	0	0	0	0	0	0
200.9	0	0	67	0	0	0	0	0	3213.8	0	0	0	3213.8	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	1606.9	0	0	0	0	0
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	4820.7	0	0	0	9641.5	3213.8
200.9	0	1540	0	1540	0	0	0	0	9239.8	0	0	0	1540	3079.9
569.1	0	1606.9	0	0	0	0	9641.5	0	9641.5	0	0	0	3213.8	0
2510.8	0	3079.9	0	0	0	0	0	0	9239.8	0	0	0	0	1540
5356.4	0	1606.9	0	0	0	0	0	0	9641.5	0	0	0	0	1606.9
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1540
2510.8	0	0	33.5	0	0	0	0	0	9641.5	0	0	0	0	1606.9
2510.8	0	0	0	0	0	0	0	0	26179.3	4619.9	0	0	1540	9239.8
100.4	0	1540	0	0	0	0	0	0	0	1540	0	0	0	0
2510.8	0	3079.9	0	0	0	0	0	0	3079.9	0	0	0	0	3079.9
1171.7	0	0	0	0	0	0	0	0	9641.5	0	0	0	4820.7	3213.8
2510.8	0	0	0	0	33.5	1540	0	0	9239.8	0	0	0	0	4619.9
5356.4	0	0	0	0	33.5	0	0	0	27317.6	0	0	0	0	0
2510.8	0	0	0	0	0	0	1540	0	3079.9	0	0	0	0	1540
2510.8	0	0	0	0	0	0	1606.9	0	27317.6	0	0	0	0	0
21425.5	0	0	0	0	200.9	0	3079.9	0	53898.6	0	0	0	0	3079.9
21425.5	0	0	0	0	200.9	0	1606.9	0	27317.6	0	0	0	0	0
569.1	0	9239.8	0	0	33.5	0	9239.8	0	53898.6	3079.9	0	0	0	0
0	0	1606.9	0	0	0	0	1606.9	0	27317.6	9641.5	0	0	1606.9	0
33.5	0	0	0	0	0	0	0	0	0	0	0	0	4619.9	3079.9
33.5	0	0	0	0	0	0	1606.9	0	1606.9	0	0	0	1606.9	9641.5
67	0	1540	0	0	0	0	1540	0	4619.9	0	0	0	1540	3079.9
200.9	0	1606.9	0	0	0	0	0	0	3213.8	0	0	0	0	3213.8
1171.7	0	1540	0	0	0	0	0	0	9239.8	0	0	0	0	3079.9
2510.8	0	0	0	0	100.4	0	1606.9	0	27317.6	0	0	0	0	0
2510.8	0	0	0	0	67	0	1540	0	26179.3	0	0	0	0	0
2510.8	0	0	0	0	67	0	4820.7	0	56242	0	0	0	0	0
5356.4	0	0	67	3079.9	569.1	0	9239.8	0	26179.3	3079.9	0	0	1540	0
5356.4	0	9641.5	0	27317.6	200.9	0	1606.9	0	257106.4	9641.5	0	0	4820.7	3213.8
5356.4	0	26179.3	0	26179.3	200.9	0	4619.9	0	115497	1540	0	0	0	9239.8
5356.4	0	9641.5	0	27317.6	67	0	9641.5	0	120518.6	0	0	0	1606.9	0
100.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1606.9
21425.5	0	1540	0	0	0	0	9239.8	0	115497	0	0	0	3079.9	9239.8
21425.5	0	0	0	1606.9	0	0	1606.9	0	56242	0	0	0	9641.5	27317.6
5356.4	0	3079.9	0	0	200.9	0	9239.8	0	9239.8	0	0	3079.9	4619.9	9239.8
10712.8	0	0	0	0	1171.7	1606.9	9641.5	0	9641.5	0	0	0	0	0
10712.8	0	0	0	1540	1171.7	0	3079.9	0	3079.9	0	0	0	0	0
2510.8	0	0	0	0	200.9	0	0	0	3213.8	0	0	0	0	0
2510.8	0	0	0	0	200.9	0	1540	0	9239.8	0	0	0	0	0
1171.7	0	0	0	1606.9	569.1	0	9641.5	0	27317.6	0	0	1606.9	1606.9	0
1171.7	0	0	0	0	200.9	0	1540	0	26179.3	1540	0	0	0	1540
200.9	0	27317.6	33.5	1606.9	67	0	0	0	9641.5	3213.8	0	1606.9	1606.9	9641.5
200.9	0	26179.3	0	0	0	0	9239.8	0	0	0	0	0	9239.8	9239.8
2510.8	0	0	0	0	0	0	4820.7	0	56242	0	0	0	9641.5	9641.5
569.1	0	3079.9	0	0	0	0	1540	0	9239.8	0	0	0	1540	0
2510.8	3213.8	3213.8	0	0	33.5	0	9641.5	0	56242	0	0	1606.9	3213.8	9641.5
1171.7	9239.8	0	0	0	0	0	1540	0	4619.9	0	0	3079.9	0	3079.9
1171.7	1606.9	1606.9	67	0	33.5	0	9641.5	0	9641.5	0	0	0	1606.9	0
569.1	7699.8	0	0	0	0	0	1540	0	3079.9	0	0	3079.9	1540	0
67	9641.5	0	0	0	0	0	1606.9	0	1606.9	0	0	0	0	0
33.5	18479.6	0	0	0	0	0	0	0	1540	0	0	0	0	1540
0	8034.5	0	0	0	0	0	0	0	0	0	0	3213.8	9641.5	0
67	4619.9	0	0	0	0	0	1540	0	1540	0	0	1540	0	0
569.1	19283	0	0	0	100.4	0	9641.5	0	9641.5	0	0	9641.5	27317.6	0
1171.7	18479.6	1540	0	0	33.5	0	0	0	3079.9	0	0	9239.8	4619.9	1540
2510.8	18479.6	9239.8	67	0	0	0	3079.9	0	9239.8	0	0	0	53898.6	53898.6
200.9	0	0	0	0	0	0	3213.8	1606.9	27317.6	0	0	1606.9	9641.5	9641.5
5356.4	3079.9	0	67	0	0	0	0	0	3079.9	0	0	1540	9239.8	9239.8
21425.5	14462.2	0	200.9	0	67	0	1606.9	1606.9	27317.6	0	0	9641.5	56242	3213.8
5356.4	13859.7	0	1171.7	0	67	0	9239.8	1540	26179.3	3079.9	0	9239.8	26179.3	3079.9
1171.7	19283	0	569.1	0	67	0	3213.8	1606.9	27317.6	0	0	1606.9	4820.7	0
200.9	13859.7	0	200.9	0	33.5	0	3079.9	0	0	0	0	3079.9	9239.8	0
100.4	1606.9	0	33.5	0	0	0	9641.5	0	0	0	0	0	3213.8	0
200.9	12319.7	0	67	0	33.5	0	1540	0	0	0	0	0	0	0
200.9	1606.9	0	0	0	0	0	4820.7	0	1606.9	0	0	0	1606.9	0
200.9	12319.7	0	33.5	0	0	0	0	0	0	0	0	0	0	0
100.4	9641.4	0	0	0	67	0	1606.9	0	0	0	0	0	0	0
0	1540	0	0	0	33.5	0	0	0	0	0	0	0	0	0
33.5	3213.8	1606.9	0	0	0	0	0	0	0	0	0	0	1606.9	4820.7
200.9	10779.8	3079.9	0	0	0	0	1540	0	3079.9	0	0	1540	9239.8	9239.8
200.9	3213.8	0	100.4	0	0	0	1606.9	0	4820.7	0	0	0	1606.9	3213.8
569.1	1540	0	200.9	0	0	0	1540	0	1540	0	0	0	1540	3079.9
569.1	1606.9	0	200.9	0	0	0	0	0	3213.8	0	0	4820.7	9641.5	1606.9
1171.7	0	0	200.9	0	200.9	0	0	0	3079.9	0	0	4619.9	9239.8	9239.8
569.1	1606.9	0	200.9	0	0	0	0	0	9641.5	0	0	9641.5	9641.5	1606.9
569.1	1540	0	200.9	0	0	0	0	0	1540	0	0	0	4619.9	1540
200.9	0	0	100.4	0	33.5	0	0	0	4820.7	0	0	1606.9	4820.7	0
100.4	0	0	0	0	33.5	0	0	0	0	0	0	0	0	0
100.4	0	0	33.5	0	67	0	0	0	1606.9	1606.9	0	0	1606.9	0
33.5	3080	0	0	0	0	0	1540	0	1540	0	0	1540	1540	0
33.5	0	0	0	0	0	0	0	0	1606.9	0	0	0	0	0
0	1540	0	33.5	0	0	0	0	0	0	0	0	0	0	0
67	1606.9	0	33.5	0	0	0	0	0	0	0	0	0	0	0
67	0	0	100.4	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.9	19283	0	0	0	0	0	0	0	0	1606.9	0	3213.8	3213.8	1606.9
569.1	80077.9	1540	0	0	0	0	0	0	1540	0	0	26179.3	26179.3	26179.3
67	176760.6	9641.5	33.5	0	0	0	9641.5	0	1606.9	9641.5	0	9641.5	56242	27317.6
200.9	3079.9	0	200.9	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	200.9	0	0	0	0	0	0	0	0	0	0	1606.9
33.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1606.9
100.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	200.9	0	0	0	0	0	1606.9	0	0	0	0	1606.9
200.9	0	1540	200.9	0	0	0	0	0	0	0	0	0	0	0
200.9	1606.9	0	200.9	0	0	0	0	0	0	0	0	0	0	0
200.9	1540	1540	33.5	0	0	0	0	0	0	0	0	0	0	0
200.9	1606.9	0	200.9	0	0	0	0	0	1606.9	0	0	0	0	0
200.9	0	0	0	0	0	1540	0	0	0	0	0	0	0	0
200.9	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	100.4	0	0	0	0	0	0	0	0	0	0	0
569.1	0	0	200.9	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	0	0	67	0	0	0	0	0	0	0	0	0	0	3079.9
200.9	0	0	200.9	0	0	0	0	0	3213.8	0	0	0	9641.5	9641.5
200.9	0	0	200.9	0	0	0	0	0	0	0	0	0	4619.9	3079.9
200.9	0	0	200.9	0	0	0	0	0	9641.5	0	0	0	0	1606.9
2510.8	0	0	200.9	0	67	0	0	0	0	0	0	0	1540	0
2510.8	0	0	67	0	0	0	0	0	0	0	0	0	0	0
10712.8	0	0	0	0	0	0	0	0	3079.9	0	0	0	0	1540
2510.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5356.4	1540	0	0	0	0	0	0	0	1540	0	0	0	0	1540
2510.8	0	0	0	0	0	0	0	0	3213.8	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	1540	0	0	0	0	0
67	0	0	0	0	0	0	0	0	0	0	0	0	1540	0
0	0	1606.9	0	0	0	0	0	0	0	0	0	0	0	3213.8
0	0	0	0	0	0	0	0	0	1540	0	0	0	0	0
0	0	0	0	0	0	0	0	0	3213.8	0	0	0	1606.9	0
200.9	0	0	0	0	0	0	0	0	9239.8	0	0	0	0	0
200.9	0	0	0	0	0	0	1606.9	0	9641.5	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	9239.8	0	0	0	0	0
1171.7	0	0	33.5	0	100.4	0	0	0	4820.7	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	9239.8	0	0	0	0	0
2510.8	0	0	0	0	33.5	0	0	0	9641.5	0	0	0	0	0
2510.8	0	0	67	0	67	0	0	0	3079.9	0	0	1540	0	0
200.9	0	0	0	0	0	0	1540	0	9239.8	0	0	0	0	0
200.9	0	0	0	0	0	0	0	0	56242	0	0	0	1606.9	4820.7
569.1	1540	1540	0	0	0	0	0	0	9239.8	0	0	0	0	0
2510.8	0	0	100.4	0	33.5	0	0	0	27317.6	1606.9	0	0	3213.8	1606.9
5356.4	0	0	200.9	0	100.4	0	0	0	53898.6	0	0	0	0	0
5356.4	0	0	33.5	0	33.5	0	0	0	120518.6	0	0	0	0	0
42851.1	1540	0	0	0	200.9	0	0	0	246393.6	0	0	0	0	1540
5356.4	0	0	0	0	67	0	0	0	120518.6	0	0	0	0	0
42851.1	0	0	0	0	0	0	0	0	246393.6	0	0	0	0	0
42851.1	0	0	0	0	0	0	0	0	514212.7	0	0	0	0	0
10712.8	0	0	0	0	0	0	1540	0	246393.6	0	0	0	0	3079.9
2510.8	0	0	0	0	0	0	0	0	27317.6	0	0	0	0	0
100.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	3213.8	0	0	0	0	0	0	9641.5	0	0	0	1606.9	9641.5
569.1	0	0	0	0	0	0	0	0	4619.9	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	3213.8	0	0	0	0	3213.8
2510.8	0	0	0	0	0	0	1540	0	1540	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	1606.9	0	0	0	0	0
5356.4	0	0	0	0	0	0	0	0	1540	0	0	0	0	0
2510.8	0	0	0	0	0	0	0	0	1606.9	0	0	0	0	0
5356.4	0	0	0	0	67	0	0	0	0	3079.9	0	0	0	0
5356.4	0	0	33.5	0	0	0	0	0	3213.8	0	0	0	0	0
569.1	0	0	0	0	0	0	0	0	1540	0	0	0	0	0
0	0	1606.9	0	0	0	0	0	0	0	0	0	0	0	3213.8
2510.8	0	0	0	0	0	0	0	0	53898.6	0	0	0	0	9239.8
1171.7	0	0	0	0	0	0	3213.8	0	56242	0	0	0	0	3213.8
2510.8	0	0	0	0	0	0	3079.9	0	53898.6	0	0	0	0	3079.9
569.1	0	0	0	0	0	0	1606.9	0	9641.5	0	0	0	0	0
1171.7	0	0	0	0	0	0	0	0	9239.8	0	0	0	0	1540
2510.8	0	0	0	0	33.5	0	0	0	27317.6	0	0	0	0	1606.9
2510.8	0	0	0	0	200.9	0	0	0	26179.3	0	0	0	0	0
2510.8	0	0	0	0	200.9	0	1606.9	0	27317.6	0	0	0	0	0
5356.4	0	0	0	0	200.9	0	1540	0	53898.6	0	0	0	0	3079.9
2510.8	0	3213.8	0	0	100.4	0	0	0	120518.6	3213.8	0	0	0	0
5356.4	0	0	0	0	200.9	0	0	0	115497	0	0	0	0	0
1171.7	0	1606.9	0	0	0	0	0	0	3213.8	0	0	0	0	9641.5
10712.8	1540	9239.8	0	0	0	0	0	0	53898.6	0	0	0	9239.8	9239.8
21425.5	4820.7	1606.9	0	0	0	0	0	0	27317.6	0	0	0	9641.5	9641.5
10712.8	1540	0	0	0	0	0	0	0	26179.3	0	0	0	3079.9	9239.8
5356.4	19283	0	0	0	200.9	0	1606.9	0	56242	0	0	0	0	9641.5
2510.8	18479.6	0	0	0	100.4	0	0	0	1540	0	0	0	4619.9	3079.9
1171.7	36959.1	0	0	0	200.9	0	3213.8	0	4820.7	0	0	0	4820.7	0
1171.7	30799.2	0	0	0	67	0	0	0	3079.9	0	0	0	0	0
569.1	83559.6	0	0	0	200.9	0	0	0	9641.5	0	0	9641.5	9641.5	1606.9
1171.7	141676.3	0	0	0	200.9	0	3079.9	0	1540	1540	0	3079.9	3079.9	0
2510.8	83559.6	9641.5	0	1606.9	200.9	0	1606.9	0	3213.8	1606.9	0	9641.5	3213.8	1606.9
2510.8	63138.4	1540	0	4619.9	0	0	0	0	0	3079.9	0	1540	0	0
0	0	0	0	0	0	0	0	0	1606.9	0	0	0	0	0
200.9	9239.8	0	0	0	0	0	1540	0	4619.9	0	0	0	1540	0
5356.4	36959.1	0	67	0	33.5	0	9641.5	0	27317.6	0	0	27317.6	9641.5	9641.5
10712.8	63138.4	0	0	0	0	0	0	0	9239.8	0	0	3079.9	0	0
569.1	36959.1	0	0	0	0	0	1606.9	0	1606.9	0	0	4820.7	9641.5	0
2510.8	63138.4	0	0	0	33.5	0	0	0	9239.8	0	0	9239.8	3079.9	0
21425.5	54635.2	1606.9	0	0	33.5	0	1606.9	0	56242	0	0	4820.7	9641.5	0
1171.7	107797.2	1540	0	0	0	0	0	0	1540	0	0	9239.8	0	0
0	12855.3	0	0	0	0	0	3213.8	0	0	0	0	1606.9	3213.8	0
0	35419.1	0	0	0	0	0	1540	0	0	0	0	0	0	0
33.5	377625	3213.8	0	0	0	0	9641.5	0	1606.9	0	0	3213.8	27317.6	0
200.9	63138.4	3079.9	67	0	0	0	3079.9	0	0	0	0	1540	3079.9	3079.9
0	65883.5	0	0	0	0	0	9641.5	0	0	0	0	1606.9	9641.5	1606.9
67	18479.6	0	0	0	0	0	1540	0	0	0	0	0	0	3079.9
67	147836.2	0	0	0	0	0	3213.8	0	3213.8	0	0	9641.5	27317.6	9641.5
1171.7	63138.4	0	67	0	0	0	0	0	0	0	0	3079.9	9239.8	26179.3
33.5	11248.4	0	0	0	0	0	0	0	0	0	0	3213.8	4820.7	3213.8
569.1	18479.6	0	0	0	0	0	0	0	0	0	0	0	9239.8	9239.8
2510.8	65883.5	0	100.4	0	0	0	0	0	9641.5	0	0	27317.6	27317.6	9641.5
2510.8	35419.1	0	67	0	33.5	0	0	0	0	0	0	9239.8	3079.9	1540
1171.7	19283	0	200.9	0	0	0	0	0	1606.9	0	0	3213.8	4820.7	0
2510.8	63138.4	9239.8	569.1	0	0	0	1540	0	1540	0	0	26179.3	9239.8	1540
0	36959.1	0	0	0	0	0	3213.8	0	0	0	0	3213.8	4820.7	0
0	10779.8	1540	0	0	0	0	0	0	0	0	0	1540	0	0
33.5	12319.7	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14462.2	0	33.5	0	0	0	0	0	0	0	0	0	0	3213.8
67	35419.1	0	0	0	0	0	1540	0	0	0	0	4619.9	1540	1540
67	54635.2	0	67	0	0	0	0	0	1606.9	0	0	3213.8	9641.5	9641.5
200.9	35419.1	0	200.9	0	200.9	0	0	0	0	0	0	9239.8	4619.9	1540
33.5	36959.1	0	100.4	0	0	0	0	0	1606.9	0	0	4820.7	9641.5	9641.5
200.9	18479.6	0	200.9	0	33.5	1540	0	0	0	0	1540	9239.8	9239.8	3079.9
200.9	3213.8	0	200.9	0	0	0	0	0	1606.9	0	0	9641.5	9641.5	1606.9
200.9	10779.8	0	33.5	0	0	0	0	0	0	0	0	9239.8	1540	0
200.9	11248.4	0	200.9	0	0	0	0	0	0	0	0	1606.9	1606.9	0
1171.7	141676.3	0	200.9	0	33.5	0	1540	0	1540	0	0	9239.8	9239.8	3079.9
67	19283	0	0	0	0	0	0	0	0	0	0	3213.8	3213.8	0
0	1606.9	0	67	0	0	0	0	0	0	0	0	1606.9	3213.8	4820.7
67	3079.9	0	200.9	0	0	0	0	0	0	0	0	0	3079.9	1540
0	3213.8	0	200.9	0	0	0	0	0	0	0	0	0	3213.8	4820.7
200.9	9239.8	0	1171.7	0	33.5	0	0	0	0	0	0	0	9239.8	9239.8
200.9	11248.4	0	1171.7	0	0	0	3213.8	1606.9	1606.9	0	0	0	9641.5	4820.7
200.9	3079.9	0	1171.7	0	0	0	0	0	0	0	0	0	0	0
100.4	1606.9	0	2510.8	0	67	0	1606.9	1606.9	0	0	0	0	3213.8	3213.8
200.9	0	0	200.9	0	0	0	0	0	0	0	0	0	0	1540
200.9	1606.9	0	100.4	0	0	0	0	0	0	0	0	3213.8	3213.8	0
200.9	35419.1	0	569.1	0	0	0	0	0	0	0	0	9239.8	1540	9239.8
100.4	83559.6	1606.9	0	0	0	0	1606.9	0	0	0	0	4820.7	9641.5	4820.7
0	1606.9	0	33.5	0	0	0	1606.9	0	0	0	0	1606.9	3213.8	1606.9
33.5	1540	0	33.5	0	0	0	0	0	0	0	0	0	0	0
0	8034.5	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10779.8	0	100.4	0	0	0	0	0	0	0	0	0	0	0
0	3213.8	0	67	0	67	0	0	0	0	0	0	0	1606.9	3213.8
67	1540	0	67	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	67	0	0	0	0	0	0	0	0	0	0	1606.9
0	0	0	67	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	200.9	0	0	0	0	0	0	0	0	0	0	1606.9
569.1	1540	0	200.9	0	0	0	0	0	0	0	0	0	0	1540
0	0	0	200.9	0	0	0	0	0	0	1606.9	0	0	1606.9	0
33.5	10779.8	0	33.5	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1606.9	0	0	0	0	0
100.4	10779.8	0	200.9	0	0	0	1540	0	0	0	0	0	0	0
1171.7	19283	0	200.9	0	0	0	0	0	3213.8	0	0	1606.9	0	0
569.1	10779.8	0	200.9	0	0	0	0	0	0	0	0	0	0	1540
1171.7	4820.7	0	569.1	0	33.5	0	0	0	3213.8	0	0	0	1606.9	0
569.1	9239.8	0	200.9	0	0	0	0	0	0	0	0	0	0	0
1171.7	0	0	67	0	0	0	0	1606.9	1606.9	0	0	0	0	0
569.1	1540	0	200.9	0	33.5	0	0	0	0	0	0	0	0	0
2510.8	3213.8	0	67	0	0	0	0	0	3213.8	0	0	0	0	1606.9
2510.8	3079.9	0	0	0	0	0	0	0	0	0	0	0	0	3079.9
2510.8	36959.1	0	569.1	0	0	0	0	9641.5	3213.8	0	0	0	9641.5	9641.5
2510.8	35419.1	0	569.1	0	0	0	1540	0	0	1540	0	4619.9	9239.8	9239.8
33.5	0	0	33.5	0	0	0	0	0	0	0	0	0	0	0
569.1	3080	1540	200.9	0	0	0	0	0	0	0	0	0	0	1540
1171.7	1606.9	0	569.1	0	0	0	0	4820.7	0	0	0	0	0	0
569.1	1540	0	200.9	0	0	0	0	0	0	0	0	0	0	0
569.1	1606.9	0	200.9	0	0	0	0	0	0	0	0	0	0	0
569.1	1540	0	100.4	0	0	0	0	0	0	0	0	0	0	0
2510.8	3213.8	0	200.9	0	0	0	0	0	1606.9	0	0	0	0	0
1171.7	1540	0	100.4	0	0	0	0	0	0	0	0	0	0	0
2510.8	0	0	200.9	0	0	0	1606.9	0	1606.9	0	0	0	0	0
